brand,model,variant,locality,rto,fuel_type,transmission,seller_type,color,vehicle_age,odometer_reading,km_per_year,owner_count,certified,pincode,selling_price,split
tata,nexon,creative plus (ps,kengeri,ka-41,petrol,manual,dealer,grey,1.0,9608.0,9608.0,1,1.0,560060.0,1150000.0,train
hyundai,exter,sx (o) connect amt,hebbal,ka-50,petrol,automatic,dealer,green,2.0,7500.0,3750.0,1,1.0,562157.0,903000.0,train
maruti suzuki,ciaz,s mt,whitefield,ka-51,petrol,manual,dealer,unknown,8.0,88500.0,11062.5,1,1.0,560066.0,593000.0,train
hyundai,venue,sx (o) imt,yelachanahalli,ka-05,petrol,manual,dealer,red,3.0,49000.0,16333.3,1,1.0,560066.0,1053531.0,train
maruti suzuki,s presso,vxi,whitefield,ka-03,petrol,manual,dealer,red,3.0,10723.0,3574.3,1,1.0,560066.0,398755.0,train
hyundai,creta,sx plus at,whitefield,ka-50,petrol,automatic,dealer,unknown,9.0,59262.0,6584.7,3,1.0,560066.0,698400.0,train
volkswagen,virtus,highline mt,sai balaji royal apartment sai balaji royal apartment,ka-51,petrol,manual,dealer,silver,3.0,35931.0,11977.0,2,1.0,560066.0,1108000.0,train
hyundai,venue,s+,shivareddy layout naganathapura,ka-51,petrol,manual,dealer,blue,4.0,51000.0,12750.0,2,1.0,560066.0,695000.0,train
renault,kwid,rxt (o) sce edition,unknown,ka-01,petrol,manual,dealer,unknown,7.0,27500.0,3928.6,1,0.0,,340000.0,train
renault,kwid,climber amt,unknown,ka-05,petrol,automatic,unknown,unknown,7.0,16874.0,2410.6,1,,,409000.0,train
hyundai,venue,sx,hebbal,ka-51,petrol,manual,dealer,red,1.0,4500.0,4500.0,1,1.0,562157.0,1075000.0,train
citroen,c3 aircross,max 5 str,whitefield,ka-02,petrol,manual,dealer,unknown,3.0,24907.0,8302.3,1,1.0,560066.0,1058400.0,train
tata,nexon,xza plus sunroof,koramangala,ka-05,diesel,automatic,dealer,silver,5.0,93156.0,18631.2,1,1.0,560034.0,882528.0,train
mahindra,xuv500,w6,yeshwanthpur,ka-03,diesel,manual,dealer,orange,10.0,68715.0,6871.5,1,1.0,560022.0,758599.0,train
maruti suzuki,swift,vxi,yeshwanthpur,ka-51,petrol,manual,dealer,unknown,13.0,81472.0,6267.1,1,1.0,560022.0,319504.0,train
ford,ecosport,titanium,slv nilayam slv nilayam,ka-01,diesel,manual,dealer,unknown,8.0,78557.0,9819.6,1,1.0,,600000.0,train
hyundai,new elantra,sx mt,hebbal,ka-01,petrol,manual,dealer,unknown,5.0,64083.0,12816.6,1,1.0,560023.0,909000.0,train
kia,sonet,gtx plus imt,whitefield,ka-51,petrol,manual,dealer,unknown,5.0,44849.0,8969.8,2,1.0,,800000.0,train
ford,freestyle,titanium ti-vct,unknown,unknown,petrol,manual,unknown,unknown,5.0,39500.0,7900.0,1,,,594000.0,train
maruti suzuki,celerio,zxi amt,whitefield,ka-03,petrol,automatic,dealer,red,8.0,28500.0,3562.5,1,1.0,560066.0,462000.0,train
mahindra,xuv700,mx p mt 5 str,whitefield,ka-01,petrol,manual,dealer,blue,4.0,13922.0,3480.5,1,1.0,560066.0,1070000.0,train
maruti suzuki,brezza,zxi plus,nexus shanti niketan mall,ka-51,petrol,manual,dealer,white,3.0,33500.0,11166.7,1,0.0,560066.0,1116000.0,train
ford,figo,duratorq zxi,unknown,unknown,diesel,manual,unknown,unknown,14.0,108500.0,7750.0,1,,,209000.0,train
hyundai,tucson,2wd at gl,whitefield,ka-02,diesel,automatic,dealer,black,8.0,143838.0,17979.8,2,1.0,560066.0,775300.0,train
hyundai,i10,magna,whitefield,ka-53,petrol,manual,dealer,black,15.0,83743.0,5582.9,3,1.0,560066.0,187000.0,train
hyundai,i20,asta,unknown,ka-04,petrol,manual,unknown,unknown,8.0,117542.0,14692.8,1,,,510000.0,train
renault,pulse,rxz,yeshwanthpur,ka-02,diesel,manual,dealer,silver,13.0,121905.0,9377.3,1,1.0,560022.0,200000.0,train
maruti suzuki,celerio,vxi amt (o,locality surabhi layout,ka-51,petrol,automatic,dealer,blue,10.0,133438.0,13343.8,2,1.0,560066.0,296000.0,train
hyundai,grand i10,magna kappa,whitefield,ka-53,petrol,manual,dealer,grey,9.0,39493.0,4388.1,2,1.0,560066.0,410000.0,train
maruti suzuki,swift,zxi plus amt,gandhi nagar,ka-51,petrol,automatic,dealer,brown,2.0,39053.0,19526.5,1,1.0,560009.0,711000.0,train
maruti suzuki,swift,zdi plus,hebbal,ka-59,diesel,manual,dealer,white,7.0,91172.0,13024.6,1,1.0,560064.0,659800.0,train
jeep,compass,sport plus,unknown,ka-03,petrol,manual,dealer,unknown,6.0,26500.0,4416.7,1,0.0,,1237000.0,train
tata,tiago,xza,koramangala,ka-05,petrol,automatic,dealer,orange,8.0,57504.0,7188.0,1,1.0,560034.0,392000.0,train
renault,kiger,rxt amt,hebbal,ka-05,petrol,automatic,dealer,white,4.0,12441.0,3110.2,1,1.0,560064.0,562600.0,train
tata,hexa,xt 4x2 7 str,whitefield,ka-53,diesel,manual,dealer,blue,9.0,39838.0,4426.4,1,1.0,560066.0,1030000.0,train
maruti suzuki,wagon r,vxi amt,koramangala,ka-04,petrol,automatic,dealer,unknown,10.0,58151.0,5815.1,1,1.0,560034.0,347800.0,train
volkswagen,taigun,highline at,hebbal,ka-53,petrol,automatic,dealer,white,1.0,7500.0,7500.0,1,1.0,562157.0,1334000.0,train
renault,kwid,rxt,hebbal,ka-03,petrol,manual,dealer,unknown,9.0,91023.0,10113.7,1,1.0,560064.0,239974.0,train
honda,city,sv,hebbal,ka-53,diesel,manual,dealer,red,11.0,84118.0,7647.1,1,1.0,560064.0,454000.0,train
hyundai,tucson,signature at,whitefield,ka-01,petrol,automatic,dealer,black,2.0,9361.0,4680.5,1,1.0,560066.0,2969703.0,train
mg,hector,sharp ex cvt,hebbal,ka-02,petrol,automatic,dealer,white,4.0,24123.0,6030.8,1,1.0,560064.0,1395000.0,train
hyundai,creta,sx ivt,hebbal,ka-53,petrol,automatic,dealer,unknown,4.0,22500.0,5625.0,1,1.0,560103.0,1398000.0,train
hyundai,i10,sportz kappa2,unknown,ka-01,petrol,manual,dealer,unknown,15.0,40500.0,2700.0,1,0.0,,268000.0,train
mahindra,xuv500,w10 at,whitefield,ka-51,diesel,automatic,dealer,unknown,10.0,78940.0,7894.0,1,1.0,560066.0,799000.0,train
hyundai,verna,fluidic sx at,unknown,ka-05,diesel,automatic,dealer,unknown,12.0,83000.0,6916.7,1,0.0,,465000.0,train
ford,figo,duratec exi,nexus shanti niketan mall,ka-03,petrol,manual,dealer,unknown,14.0,83500.0,5964.3,1,0.0,560066.0,214000.0,train
hyundai,creta,sx at,malleshwaram,ka-05,petrol,automatic,dealer,unknown,8.0,118500.0,14812.5,1,0.0,560003.0,795000.0,train
hyundai,venue,sx,unknown,ka-04,petrol,manual,unknown,unknown,6.0,95244.0,15874.0,1,,,590000.0,train
hyundai,creta,sx plus at,malleshwaram,ka-03,petrol,automatic,dealer,white,9.0,147000.0,16333.3,1,0.0,560003.0,712000.0,train
maruti suzuki,dzire,vxi,whitefield,ka-07,petrol,manual,dealer,unknown,11.0,120376.0,10943.3,1,1.0,560066.0,368900.0,train
maruti suzuki,alto k10,vxi,unknown,ka-46,petrol,manual,dealer,unknown,10.0,69500.0,6950.0,1,0.0,,260000.0,train
tata,harrier,xza plus,hebbal,ka-53,diesel,automatic,dealer,white,4.0,52500.0,13125.0,1,1.0,562157.0,1598000.0,train
mahindra,xuv500,w6,hebbal,ka-17,diesel,manual,dealer,unknown,10.0,100000.0,10000.0,1,0.0,562157.0,787000.0,train
hyundai,i20,asta (o) gdi dct,mysore road,ka-03,petrol,automatic,dealer,white,3.0,11283.0,3761.0,1,1.0,560098.0,1040000.0,train
maruti suzuki,baleno,zeta at,malleshwaram,ka-01,petrol,automatic,dealer,grey,8.0,54000.0,6750.0,1,1.0,560003.0,594000.0,train
tata,punch,adventure plus amt,unknown,ka-03,petrol,automatic,dealer,unknown,1.0,4475.0,4475.0,1,,,858000.0,train
tata,nexon,xza plus,whitefield,ka-51,petrol,automatic,dealer,orange,7.0,63170.0,9024.3,1,1.0,560066.0,655000.0,train
kia,sonet,gtx plus,whitefield,ka-02,diesel,manual,dealer,red,5.0,57500.0,11500.0,1,1.0,560066.0,976000.0,train
skoda,rapid,elegance cr mt,mangammanapalya,ka-01,diesel,manual,dealer,silver,14.0,120643.0,8617.4,5,1.0,560066.0,230000.0,train
volkswagen,taigun,gt plus dsg (with ventilated seats,hebbal,ka-05,petrol,automatic,dealer,yellow,2.0,11000.0,5500.0,1,1.0,562157.0,1666000.0,train
mahindra,xuv500,w10 at,unknown,unknown,diesel,automatic,unknown,unknown,10.0,66500.0,6650.0,1,,,1001000.0,train
ford,ecosport,titanium,hotel hotel,ka-28,petrol,manual,dealer,unknown,5.0,92049.0,18409.8,1,1.0,,750000.0,train
datsun,go,t,hebbal,tn-04,petrol,manual,dealer,unknown,12.0,56119.0,4676.6,1,1.0,560064.0,162905.0,train
honda,amaze,sx,whitefield,ka-53,diesel,manual,dealer,red,12.0,61825.0,5152.1,2,1.0,560066.0,330000.0,train
volkswagen,polo,comfortline,unknown,ka-02,petrol,manual,dealer,unknown,10.0,101500.0,10150.0,1,,,449000.0,train
tata,curvv,accomplished plus a hyperion gdi 6mt,hebbal,ka-03,petrol,manual,dealer,brown,2.0,1757.0,878.5,1,1.0,560064.0,1293900.0,train
nissan,micra,xv cvt,near eco life,ka-51,petrol,automatic,dealer,unknown,11.0,47822.0,4347.5,1,1.0,,380000.0,train
maruti suzuki,baleno,delta cvt,hebbal,ka-04,petrol,automatic,dealer,silver,9.0,105676.0,11741.8,2,1.0,560064.0,410412.0,train
honda,city,sv,nexus shanti niketan mall,ka-01,petrol,manual,dealer,unknown,9.0,80500.0,8944.4,2,0.0,560066.0,475000.0,train
maruti suzuki,dzire,vxi,unknown,ka-01,petrol,manual,dealer,unknown,13.0,50932.0,3917.8,1,,,390000.0,train
maruti suzuki,swift,zxi,unknown,ka-01,petrol,manual,unknown,unknown,14.0,74425.0,5316.1,1,,,336000.0,train
renault,duster,85 ps rxl,hebbal,ka-01,diesel,manual,dealer,brown,12.0,108010.0,9000.8,3,1.0,560064.0,321191.0,train
honda,wr-v,vx mt,yeshwanthpur,ka-34,diesel,manual,dealer,unknown,8.0,70050.0,8756.2,2,1.0,560022.0,537000.0,train
hyundai,venue,s (o) plus,whitefield,ka-03,petrol,manual,dealer,white,1.0,1500.0,1500.0,1,1.0,560066.0,1001000.0,train
renault,duster,rxz mt,unknown,ka-03,petrol,manual,dealer,unknown,6.0,51739.0,8623.2,1,,,637000.0,train
toyota,corolla altis,g at,malleshwaram,hr-26,petrol,automatic,dealer,yellow,13.0,50500.0,3884.6,2,0.0,560003.0,545000.0,train
hyundai,grand i10,magna kappa,nexus shanti niketan mall,ka-53,petrol,manual,dealer,white,8.0,75500.0,9437.5,1,0.0,560066.0,387000.0,train
renault,triber,rxz easy-r amt,unknown,unknown,petrol,automatic,unknown,unknown,4.0,13000.0,3250.0,1,,,628000.0,train
renault,kwid,climber amt,malleshwaram,ka-51,petrol,automatic,dealer,brown,9.0,38500.0,4277.8,1,1.0,560003.0,362000.0,train
mahindra,xuv500,w10 at,yelahanka,ka-40,diesel,automatic,dealer,silver,10.0,154127.0,15412.7,2,1.0,560064.0,651000.0,train
tata,altroz,xz,unknown,ka-53,petrol,manual,dealer,red,6.0,19468.0,3244.7,1,1.0,,740000.0,train
honda,city,e mt,bhoganhalli,ka-03,petrol,manual,dealer,silver,13.0,52877.0,4067.5,2,1.0,560066.0,380000.0,train
maruti suzuki,celerio,zxi amt,unknown,ka-03,petrol,automatic,dealer,unknown,9.0,77000.0,8555.6,1,0.0,,335000.0,train
tata,tigor,xz (o,rehari colony jammu,jk-06,petrol,manual,dealer,grey,8.0,75000.0,9375.0,1,1.0,,250000.0,train
maruti suzuki,wagon r,vxi,koramangala,ka-51,petrol,manual,dealer,blue,14.0,71187.0,5084.8,2,1.0,560034.0,265000.0,train
hyundai,verna,fluidic sx at,nexus shanti niketan mall,ka-03,petrol,automatic,dealer,grey,14.0,110500.0,7892.9,3,0.0,560066.0,340000.0,train
hyundai,eon,kappa magna +,bannerghatta,ka-04,petrol,manual,dealer,blue,12.0,85500.0,7125.0,3,0.0,560076.0,219000.0,train
maruti suzuki,baleno,alpha cvt,hebbal,ka-01,petrol,automatic,dealer,blue,8.0,57225.0,7153.1,2,1.0,560064.0,555000.0,train
tata,altroz,xza plus,nexus shanti niketan mall,ka-51,petrol,automatic,dealer,orange,4.0,5500.0,1375.0,1,1.0,560066.0,760000.0,train
kia,seltos,htx plus imt,hebbal,ka-51,petrol,manual,dealer,unknown,3.0,9000.0,3000.0,1,1.0,560103.0,1472000.0,train
maruti suzuki,dzire,vdi,unknown,ka-51,diesel,manual,dealer,unknown,16.0,113883.0,7117.7,1,,,221000.0,train
maruti suzuki,ciaz,zdi+ shvs rs,koramangala,ka-25,diesel,manual,dealer,silver,10.0,95428.0,9542.8,2,1.0,560034.0,441000.0,train
honda,amaze,vx,mysore road,ka-53,petrol,manual,dealer,red,12.0,40000.0,3333.3,1,0.0,560039.0,374000.0,train
maruti suzuki,ertiga,zxi,gandhi nagar,ka-01,petrol,manual,dealer,grey,12.0,122203.0,10183.6,1,1.0,560009.0,460800.0,train
skoda,kushaq,ambition at,whitefield,ka-01,petrol,automatic,dealer,red,5.0,70735.0,14147.0,1,1.0,560066.0,816100.0,train
fiat,punto evo,active,ashok r ennore main road manoj bagallur new excellent school,ka-03,petrol,manual,dealer,grey,11.0,85689.0,7789.9,3,1.0,560066.0,205979.0,train
maruti suzuki,baleno,zeta,marathahalli,ka-03,petrol,manual,dealer,white,2.0,31274.0,15637.0,1,1.0,560037.0,756000.0,train
mahindra,xuv500,w10,adugodi,ts-15,diesel,manual,dealer,white,9.0,110129.0,12236.6,4,1.0,560066.0,715000.0,train
maruti suzuki,baleno,alpha,whitefield,ka-25,petrol,manual,dealer,unknown,8.0,18500.0,2312.5,1,1.0,560066.0,634000.0,train
volkswagen,ameo,highline plus at,hebbal,ka-09,diesel,automatic,dealer,unknown,7.0,57955.0,8279.3,1,1.0,560064.0,600000.0,train
maruti suzuki,ciaz,zeta mt,whitefield,ka-04,petrol,manual,dealer,blue,9.0,41839.0,4648.8,2,1.0,560066.0,595000.0,train
tata,curvv,accomplished plus a hyperion gdi 6mt,hebbal,ka-03,petrol,manual,dealer,brown,2.0,1757.0,878.5,1,1.0,560064.0,1268900.0,train
kia,sonet,htk plus imt,hebbal,ka-05,petrol,manual,dealer,black,3.0,64195.0,21398.3,1,1.0,560023.0,717800.0,train
maruti suzuki,baleno,zeta,gandhi nagar,ka-03,petrol,manual,dealer,blue,10.0,53192.0,5319.2,1,1.0,560009.0,509000.0,train
volkswagen,vento,highline at,hebbal,ka-09,diesel,automatic,dealer,white,10.0,98517.0,9851.7,1,1.0,560064.0,517500.0,train
maruti suzuki,wagon r duo,duo lxi,yelahanka,ka-03,petrol,manual,dealer,unknown,17.0,107533.0,6325.5,1,1.0,,150000.0,train
hyundai,i20,asta,whitefield,ka-04,petrol,manual,dealer,unknown,10.0,93895.0,9389.5,1,1.0,560066.0,389000.0,train
maruti suzuki,celerio,vxi amt,hebbal,ka-19,petrol,automatic,dealer,unknown,10.0,86500.0,8650.0,1,1.0,562157.0,381000.0,train
maruti suzuki,swift,vxi,magadi road tv,ka-06,petrol,manual,dealer,grey,2.0,15622.0,7811.0,1,0.0,560091.0,665000.0,train
maruti suzuki,swift,vxi,unknown,ka-04,petrol,manual,dealer,unknown,3.0,41729.0,13909.7,1,,,720000.0,train
kia,seltos,gtx plus dct,hebbal,ka-05,petrol,automatic,dealer,silver,6.0,49453.0,8242.2,1,1.0,560064.0,1138500.0,train
hyundai,verna,fluidic sx at,nexus shanti niketan mall,ka-04,petrol,automatic,dealer,grey,14.0,82000.0,5857.1,3,0.0,560066.0,339000.0,train
volkswagen,polo,highline1.2l,hebbal,ka-03,petrol,manual,dealer,white,12.0,70000.0,5833.3,1,0.0,562157.0,441000.0,train
toyota,yaris,vx cvt,gandhi nagar,ka-42,petrol,automatic,dealer,white,8.0,119403.0,14925.4,2,1.0,560009.0,543200.0,train
maruti suzuki,alto,lxi bs-iv,mysore road,ka-51,petrol,manual,dealer,red,15.0,49000.0,3266.7,2,0.0,560039.0,163000.0,train
hyundai,verna,fluidic sx at,mysore road,ka-05,diesel,automatic,dealer,grey,12.0,83000.0,6916.7,3,0.0,560039.0,455000.0,train
hyundai,grand i10,asta at kappa,hebbal,ka-01,petrol,automatic,dealer,red,10.0,79587.0,7958.7,2,1.0,560023.0,362400.0,train
mahindra,nuvosport,n8,hebbal,ka-16,diesel,manual,dealer,silver,10.0,100561.0,10056.1,3,1.0,560064.0,352200.0,train
hyundai,grand i10,asta at kappa,malleshwaram,ka-01,petrol,automatic,dealer,red,12.0,76000.0,6333.3,1,0.0,560003.0,378000.0,train
hyundai,i20,sportz,hebbal,ka-01,petrol,manual,dealer,red,10.0,25397.0,2539.7,1,1.0,560023.0,490000.0,train
ford,ecosport,titanium at,unknown,ka-02,petrol,automatic,dealer,unknown,11.0,70288.0,6389.8,1,,,365787.0,train
kia,seltos,htk plus at,hebbal,dl-1,diesel,automatic,dealer,white,7.0,89791.0,12827.3,1,1.0,560064.0,726200.0,train
kia,carens,prestige imt 7 str,whitefield,ka-05,petrol,manual,dealer,grey,3.0,33299.0,11099.7,1,1.0,560066.0,1040000.0,train
kia,seltos,gtx plus,nexus shanti niketan mall,ka-41,petrol,manual,dealer,blue,6.0,121500.0,20250.0,1,0.0,560066.0,970000.0,train
skoda,superb,elegance at,whitefield,ka-01,petrol,automatic,dealer,red,12.0,117710.0,9809.2,3,1.0,560066.0,753903.0,train
mahindra,thar,lx hard top 4wd mt,hebbal,ka-51,diesel,manual,dealer,grey,4.0,56841.0,14210.2,1,1.0,560064.0,1202000.0,train
mahindra,scorpio n,z8 l at 4wd 7 str,hebbal,ka-53,diesel,automatic,dealer,unknown,4.0,52000.0,13000.0,1,1.0,560103.0,2030000.0,train
maruti suzuki,swift,vxi,unknown,ka-05,petrol,manual,unknown,unknown,15.0,146365.0,9757.7,1,,,250000.0,train
maruti suzuki,alto,lxi,hebbal,ka-03,petrol,manual,dealer,unknown,8.0,55076.0,6884.5,1,1.0,560064.0,213000.0,train
maruti suzuki,baleno,zeta,gattahalli rayasandra,ts-07,petrol,manual,dealer,blue,10.0,114548.0,11454.8,1,1.0,560024.0,470000.0,train
kia,seltos,htk plus imt,peninsula parkville tindlu,ka-03,diesel,manual,dealer,white,3.0,29486.0,9828.7,1,1.0,560066.0,1340000.0,train
maruti suzuki,alto k10,vxi,hebbal,ka-13,petrol,manual,dealer,silver,13.0,98293.0,7561.0,1,1.0,560064.0,187400.0,train
kia,seltos,gtx plus,jp nagar,ka-05,petrol,manual,dealer,grey,6.0,41333.0,6888.8,1,1.0,560078.0,1200000.0,train
maruti suzuki,alto k10,vxi,malleshwaram,ka-02,petrol,manual,dealer,black,14.0,75000.0,5357.1,1,0.0,560003.0,241000.0,train
maruti suzuki,s presso,vxi plus amt,unknown,ka-16,petrol,automatic,dealer,unknown,5.0,47855.0,9571.0,1,,,380968.0,train
volkswagen,polo,highline1.2l,a block t narayana nagara doddakallasadra null,ka-05,petrol,manual,dealer,unknown,14.0,105609.0,7543.5,1,1.0,,260000.0,train
hyundai,grand i10,asta kappa,whitefield,ka-53,petrol,manual,dealer,grey,9.0,136000.0,15111.1,1,0.0,560066.0,415000.0,train
hyundai,verna,s (o) dct,hebbal,ka-05,petrol,automatic,dealer,black,1.0,13275.0,13275.0,1,1.0,560064.0,1913420.0,train
renault,kwid,rxl amt,malleshwaram,ka-55,petrol,automatic,dealer,white,9.0,74000.0,8222.2,1,1.0,560003.0,301000.0,train
hyundai,santro,sportz amt,bannerghatta,ka-05,petrol,automatic,dealer,unknown,7.0,26000.0,3714.3,2,0.0,560076.0,415000.0,train
skoda,slavia,style mt,nexus shanti niketan mall,ka-16,petrol,manual,dealer,unknown,3.0,47500.0,15833.3,1,0.0,560066.0,1143000.0,train
maruti suzuki,ciaz,alpha shvs,hebbal,ka-05,petrol,manual,dealer,grey,7.0,57659.0,8237.0,1,1.0,560023.0,602500.0,train
tata,zest,xms,krishna ikon apt annasandra palya,tn-11,petrol,manual,dealer,white,11.0,34559.0,3141.7,1,1.0,560066.0,273491.0,train
ford,ecosport,titanium+,whitefield,ka-03,petrol,manual,dealer,silver,8.0,51966.0,6495.8,1,1.0,560066.0,700000.0,train
maruti suzuki,dzire,vxi amt,battarahalli,ka-53,petrol,automatic,dealer,grey,8.0,54300.0,6787.5,1,1.0,560049.0,560000.0,train
mahindra,kuv 100 nxt,k4+ p 6 str,unknown,ka-03,petrol,manual,unknown,unknown,8.0,42429.0,5303.6,1,,,380000.0,train
maruti suzuki,swift,zxi,channasandra village tv,ka-42,petrol,manual,dealer,red,3.0,42395.0,14131.7,1,1.0,560098.0,705000.0,train
hyundai,grand i10,sportz kappa,whitefield,hr-26,petrol,manual,dealer,grey,13.0,36000.0,2769.2,1,0.0,560066.0,322000.0,train
volkswagen,taigun,topline mt,hebbal,ka-53,petrol,manual,dealer,red,2.0,25000.0,12500.0,1,1.0,562157.0,1292000.0,train
maruti suzuki,dzire,zxi,amruthahalli,ap-31,petrol,manual,dealer,white,15.0,50871.0,3391.4,1,1.0,560066.0,250000.0,train
skoda,superb,elegance at,whitefield,ka-53,petrol,automatic,dealer,red,13.0,88569.0,6813.0,3,1.0,560066.0,550000.0,train
honda,city,vx,near pvs school kadugodi near pvs school kadugodi,ka-04,petrol,manual,dealer,brown,11.0,105821.0,9620.1,3,1.0,,535000.0,train
volkswagen,ameo,highline dsg,whitefield,ka-03,diesel,automatic,dealer,green,10.0,110050.0,11005.0,2,1.0,560066.0,350000.0,train
volkswagen,polo,comfortline,hebbal,ka-04,petrol,manual,dealer,unknown,11.0,124500.0,11318.2,1,0.0,562157.0,423000.0,train
nissan,magnite,xv premium cvt,mysore road,ka-05,petrol,automatic,dealer,black,5.0,87500.0,17500.0,1,1.0,560039.0,613000.0,train
honda,mobilio,v,unknown,ka-04,petrol,manual,unknown,unknown,12.0,110089.0,9174.1,1,,,430000.0,train
honda,city,v at,narayana nagara 3 block narayana nagara 3 block,ka-04,petrol,automatic,dealer,white,15.0,87550.0,5836.7,3,1.0,560066.0,304000.0,train
hyundai,grand i10 nios,sportz amt kappa,hebbal,ka-19,petrol,automatic,dealer,unknown,2.0,6303.0,3151.5,1,1.0,560064.0,698300.0,train
maruti suzuki,wagon r,vxi,malleshwaram,ka-51,petrol,manual,dealer,red,13.0,127500.0,9807.7,1,0.0,560003.0,253000.0,train
renault,kwid,rxt,nexus shanti niketan mall,ka-19,petrol,manual,dealer,unknown,10.0,39500.0,3950.0,1,0.0,560066.0,268000.0,train
ford,ecosport,titanium ti-vct,hebbal,ka-12,petrol,manual,dealer,silver,12.0,102000.0,8500.0,2,0.0,560064.0,403000.0,train
maruti suzuki,celerio,vxi amt (o,whitefield,ka-51,petrol,automatic,dealer,unknown,8.0,21165.0,2645.6,1,1.0,560066.0,386630.0,train
kia,seltos,htx,vasanth nagar,ka-04,petrol,manual,dealer,white,5.0,35246.0,7049.2,3,1.0,560066.0,1230000.0,train
honda,city,v mt,unknown,ka-03,petrol,manual,dealer,unknown,11.0,83461.0,7587.4,1,,,528000.0,train
nissan,micra,xv cvt,gandhi nagar,ka-05,petrol,automatic,dealer,red,13.0,68014.0,5231.8,2,1.0,560009.0,274400.0,train
kia,sonet,htk plus imt,unknown,dl-4,petrol,manual,unknown,unknown,2.0,24198.0,12099.0,1,,,800000.0,train
mahindra,xuv700,ax 3 at 5 str,unknown,ka-03,petrol,automatic,unknown,unknown,4.0,62500.0,15625.0,1,,,1188000.0,train
land rover,discovery sport,hse 7-seater,unknown,dl-2,diesel,automatic,dealer,unknown,9.0,55500.0,6166.7,1,0.0,,2500000.0,train
hyundai,grand i10,sportz (o) at kappa,gandhi nagar,ka-02,petrol,automatic,dealer,silver,9.0,67332.0,7481.3,1,1.0,560009.0,460000.0,train
honda,brio,v mt,whitefield,ka-53,petrol,manual,dealer,grey,13.0,64997.0,4999.8,2,1.0,560066.0,221300.0,train
maruti suzuki,celerio,vxi,yeshwanthpur,ka-51,petrol,manual,dealer,grey,10.0,85873.0,8587.3,1,0.0,560010.0,350000.0,train
maruti suzuki,baleno,zeta,jp nagar,ka-01,petrol,manual,dealer,blue,10.0,52993.0,5299.3,1,1.0,560078.0,550000.0,train
hyundai,creta,sx (o) ivt,kasavanahalli,ka-01,petrol,automatic,dealer,orange,5.0,76571.0,15314.2,1,1.0,560066.0,1390000.0,train
mahindra,xuv500,w10,adugodi,ts-15,diesel,manual,dealer,white,9.0,110129.0,12236.6,4,1.0,560066.0,730000.0,train
honda,city,vx cvt,jp nagar,ka-04,petrol,automatic,dealer,red,12.0,143389.0,11949.1,2,1.0,560078.0,455000.0,train
datsun,redi-go,s,whitefield,wb-09,petrol,manual,dealer,unknown,10.0,22000.0,2200.0,2,0.0,560066.0,235000.0,train
mg,hector plus,sharp pro 7 str,hebbal,ka-26,diesel,manual,dealer,unknown,3.0,47089.0,15696.3,1,1.0,560064.0,1710879.0,train
hyundai,i20 active,s,malleshwaram,ka-03,petrol,manual,dealer,red,10.0,75000.0,7500.0,3,0.0,560003.0,416000.0,train
maruti suzuki,swift,vdi,yeshwanthpur,ka-50,petrol,manual,dealer,grey,12.0,82179.0,6848.2,1,0.0,560022.0,510000.0,train
maruti suzuki,celerio,zxi (o) amt,hebbal,ka-02,petrol,automatic,dealer,blue,9.0,34500.0,3833.3,3,0.0,562157.0,355000.0,train
hyundai,grand i10,sportz kappa,nexus shanti niketan mall,ka-53,petrol,manual,dealer,orange,10.0,58000.0,5800.0,2,1.0,560066.0,367000.0,train
renault,kwid,rxt,whitefield,ka-20,petrol,manual,dealer,grey,9.0,67078.0,7453.1,1,1.0,560066.0,251600.0,train
kia,sonet,htk plus imt,unknown,ka-05,petrol,manual,unknown,unknown,3.0,27312.0,9104.0,1,,,813200.0,train
hyundai,grand i10,sportz kappa,gandhi nagar,ka-50,petrol,manual,dealer,red,10.0,76688.0,7668.8,3,1.0,560009.0,286457.0,train
ford,new figo,titanium blu,yeshwanthpur,ka-51,petrol,manual,dealer,unknown,7.0,71359.0,10194.1,1,1.0,560022.0,449300.0,train
honda,brio,s mt,hebbal,ka-04,petrol,manual,dealer,unknown,14.0,67287.0,4806.2,1,1.0,560064.0,202000.0,train
nissan,micra,xv cvt,unknown,ka-06,petrol,automatic,dealer,unknown,11.0,132500.0,12045.5,1,,,330000.0,train
ford,ecosport,titanium ecoboost,whitefield,ka-03,petrol,manual,dealer,silver,13.0,93304.0,7177.2,2,1.0,560066.0,323400.0,train
skoda,octavia,l&k at,whitefield,ka-02,petrol,automatic,dealer,grey,8.0,90226.0,11278.2,1,1.0,560066.0,1200000.0,train
mg,hector,sharp cvt,hebbal,ka-51,petrol,automatic,dealer,red,3.0,49500.0,16500.0,1,1.0,560103.0,1268000.0,train
datsun,redi go,gold,gandhi nagar,ka-01,petrol,manual,dealer,unknown,9.0,53309.0,5923.2,1,1.0,560009.0,203441.0,train
hyundai,i10,asta kappa2,unknown,ka-01,petrol,manual,dealer,unknown,16.0,122500.0,7656.2,1,0.0,,229000.0,train
volkswagen,ameo,highline plus,unknown,ka-02,petrol,manual,dealer,unknown,7.0,119500.0,17071.4,1,0.0,,490000.0,train
maruti suzuki,eeco,5 str ac,mysore road,ka-50,petrol,manual,dealer,silver,3.0,27000.0,9000.0,1,1.0,560039.0,520000.0,train
