brand,model,variant,locality,rto,fuel_type,transmission,seller_type,color,vehicle_age,odometer_reading,km_per_year,owner_count,certified,pincode,selling_price
nissan,terrano,xl,hebbal,ka-53,diesel,manual,dealer,grey,13.0,144369.0,11105.3,1,1.0,560064.0,359516.0
maruti suzuki,s presso,vxi+,gandhi nagar,ka-51,petrol,manual,dealer,unknown,6.0,26424.0,4404.0,1,1.0,560009.0,375141.0
maruti suzuki,vitara brezza,zdi plus ags,bannerghatta,hr-26,diesel,automatic,dealer,unknown,7.0,110500.0,15785.7,1,0.0,560076.0,709000.0
maruti suzuki,celerio,vxi,unknown,ka-51,petrol,manual,dealer,unknown,11.0,95484.0,8680.4,1,,,305096.0
tata,tiago,xm,gandhi nagar,ka-04,petrol,manual,dealer,red,9.0,62949.0,6994.3,2,1.0,560009.0,301803.0
tata,nano,twist xt,unknown,unknown,petrol,manual,unknown,unknown,10.0,57000.0,5700.0,1,,,174000.0
hyundai,grand i10,sportz kappa,unknown,ka-05,petrol,manual,dealer,unknown,6.0,29500.0,4916.7,1,,,544000.0
maruti suzuki,wagon r,lxi,yeshwanthpur,ka-02,petrol,manual,dealer,silver,5.0,67872.0,13574.4,1,1.0,560057.0,485000.0
hyundai,grand i10 nios,sportz amt kappa,hebbal,ka-19,petrol,automatic,dealer,unknown,2.0,6303.0,3151.5,1,1.0,560064.0,677400.0
tata,altroz,xz,nexus shanti niketan mall,ka-22,petrol,manual,dealer,white,5.0,120000.0,24000.0,1,0.0,560066.0,549000.0
hyundai,grand i10,sportz kappa,whitefield,ka-02,petrol,manual,dealer,red,11.0,57228.0,5202.5,1,1.0,560066.0,346900.0
honda,city,v mt,nagapura,ka-03,petrol,manual,dealer,red,15.0,111819.0,7454.6,2,1.0,560066.0,290000.0
kia,seltos,htk plus imt,whitefield,ka-03,petrol,manual,dealer,unknown,3.0,8157.0,2719.0,2,1.0,560066.0,1058400.0
renault,kwid,rxt,unknown,ka-51,petrol,manual,dealer,unknown,10.0,29500.0,2950.0,1,0.0,,257000.0
honda,city,v,nexus shanti niketan mall,ka-01,petrol,manual,dealer,brown,10.0,76000.0,7600.0,2,0.0,560066.0,492000.0
mahindra,scorpio n,z8 l at 2wd 6 str,hebbal,ka-51,diesel,automatic,dealer,unknown,3.0,33000.0,11000.0,1,1.0,560103.0,1875000.0
maruti suzuki,ciaz,delta,jp nagar,ka-52,petrol,manual,dealer,grey,8.0,93806.0,11725.8,1,0.0,560078.0,625000.0
tata,nexon,xza plus (o,unknown,ka-04,petrol,automatic,dealer,unknown,6.0,71498.0,11916.3,1,1.0,,692839.0
tata,harrier,xza plus,domlur,ka-03,diesel,automatic,dealer,white,5.0,85378.0,17075.6,1,1.0,560066.0,1550000.0
hyundai,i20 active,sx,hebbal,ka-03,petrol,manual,dealer,unknown,10.0,41732.0,4173.2,1,1.0,560023.0,457587.0
hyundai,i20,asta,whitefield,ka-04,diesel,manual,dealer,unknown,9.0,109746.0,12194.0,1,1.0,560066.0,563600.0
mg,hector plus,sharp mt 6-str,ramamurthy nagar,ka-03,petrol,manual,dealer,silver,5.0,69857.0,13971.4,1,1.0,560016.0,1250000.0
maruti suzuki,alto k10,vxi,unknown,ka-53,petrol,manual,dealer,unknown,14.0,80500.0,5750.0,1,0.0,,211000.0
maruti suzuki,ciaz,zxi,whitefield,ka-01,petrol,manual,dealer,red,10.0,47500.0,4750.0,2,1.0,560066.0,526000.0
jeep,compass,model s (o,hebbal,ka-05,diesel,manual,dealer,white,4.0,61506.0,15376.5,1,1.0,560064.0,1550000.0
maruti suzuki,celerio,zxi,whitefield,ka-50,petrol,manual,dealer,unknown,4.0,5600.0,1400.0,1,1.0,560066.0,433230.0
maruti suzuki,celerio,zxi plus ags,hebbal,ka-41,petrol,automatic,dealer,unknown,1.0,958.0,958.0,1,1.0,560064.0,642786.0
honda,city,sv,whitefield,ka-05,petrol,manual,dealer,unknown,12.0,32000.0,2666.7,1,1.0,560066.0,514000.0
hyundai,i20,asta (o) mt,gandhi nagar,ka-01,diesel,manual,dealer,unknown,5.0,106158.0,21231.6,1,1.0,560009.0,703700.0
honda,city,vx,unknown,ka-05,petrol,manual,unknown,unknown,12.0,63846.0,5320.5,1,,,589000.0
volkswagen,vento,highline plus at,nexus shanti niketan mall,ka-03,petrol,automatic,dealer,unknown,7.0,100500.0,14357.1,1,0.0,560066.0,712000.0
mahindra,xuv300,w8 (o,lingadeeranahalli,ka-03,diesel,manual,dealer,red,7.0,108490.0,15498.6,2,1.0,560066.0,725000.0
hyundai,creta,sx (o) 7 dct,hebbal,ka-03,petrol,automatic,dealer,white,4.0,24500.0,6125.0,1,1.0,562157.0,1488000.0
ford,figo,duratec zxi,malleshwaram,ka-01,petrol,manual,dealer,red,15.0,64000.0,4266.7,2,0.0,560003.0,220000.0
skoda,kushaq,style dsg,hebbal,ka-05,petrol,automatic,dealer,unknown,4.0,42000.0,10500.0,1,1.0,562157.0,1381000.0
maruti suzuki,vitara brezza,zdi amt,nisarga layout bukkasagara,ka-51,diesel,automatic,dealer,white,8.0,87743.0,10967.9,1,1.0,560066.0,685000.0
maruti suzuki,swift,zxi,unknown,ka-21,petrol,manual,dealer,unknown,7.0,78723.0,11246.1,1,1.0,,549000.0
nissan,magnite,xv cvt,unknown,ka-04,petrol,automatic,dealer,unknown,3.0,33046.0,11015.3,1,,,950000.0
mahindra,xuv500,w10,bannerghatta,ka-03,diesel,manual,dealer,grey,10.0,157574.0,15757.4,2,1.0,560066.0,800000.0
volkswagen,ameo,highline plus at,nexus shanti niketan mall,ka-63,diesel,automatic,dealer,white,7.0,77000.0,11000.0,3,0.0,560066.0,522000.0
maruti suzuki,ciaz,alpha at shvs,hebbal,ka-03,petrol,automatic,dealer,unknown,7.0,60463.0,8637.6,1,1.0,560023.0,605000.0
maruti suzuki,ritz,vxi,whitefield,ka-05,petrol,manual,dealer,unknown,12.0,64908.0,5409.0,1,1.0,560066.0,313400.0
hyundai,grand i10,asta at kappa,hebbal,ka-22,petrol,automatic,dealer,white,11.0,70883.0,6443.9,2,1.0,560064.0,332800.0
maruti suzuki,s presso,vxi plus amt,unknown,ka-02,petrol,automatic,dealer,unknown,5.0,40259.0,8051.8,1,1.0,,384834.0
maruti suzuki,baleno,delta,yeshwanthpur,ka-40,petrol,manual,dealer,red,7.0,57888.0,8269.7,2,1.0,560022.0,492768.0
bmw,3 series,320d gt luxury line,unknown,ka-01,diesel,automatic,dealer,unknown,12.0,110124.0,9177.0,2,1.0,,1600000.0
maruti suzuki,dzire,vxi,unknown,wb-02,petrol,manual,unknown,unknown,10.0,53254.0,5325.4,1,,,284000.0
maruti suzuki,ciaz,alpha,bannerghatta,ka-50,petrol,manual,dealer,red,2.0,30000.0,15000.0,1,1.0,560076.0,902000.0
tata,nano,twist xta,unknown,ka-05,petrol,automatic,unknown,unknown,11.0,34482.0,3134.7,1,,,171996.0
mg,hector,smart dct,hebbal,ka-51,petrol,automatic,dealer,unknown,5.0,34000.0,6800.0,1,1.0,562157.0,1111000.0
maruti suzuki,s-presso,vxi plus (o) amt,whitefield,ka-09,petrol,automatic,dealer,unknown,3.0,41500.0,13833.3,1,1.0,560066.0,457000.0
renault,triber,rxz easy-r amt,bannerghatta,ka-53,petrol,automatic,dealer,unknown,6.0,47500.0,7916.7,2,1.0,560076.0,518000.0
volkswagen,polo,highline1.2l,malleshwaram,ka-01,petrol,manual,dealer,blue,11.0,117500.0,10681.8,1,0.0,560003.0,476000.0
maruti suzuki,ciaz,alpha at shvs,hebbal,ka-01,petrol,automatic,dealer,unknown,5.0,62799.0,12559.8,1,1.0,560064.0,780645.0
volkswagen,polo,comfortline,whitefield,ka-03,petrol,manual,dealer,white,13.0,53000.0,4076.9,2,0.0,560066.0,417000.0
mahindra,xuv500,w8,division,ka-03,diesel,manual,dealer,orange,9.0,64321.0,7146.8,1,1.0,,903000.0
honda,wr-v,sv mt,koramangala,ka-19,diesel,manual,dealer,unknown,5.0,86383.0,17276.6,1,1.0,560034.0,826255.0
honda,city,exi,unknown,ka-05,petrol,manual,unknown,unknown,20.0,104751.0,5237.6,1,,,185000.0
mahindra,thar,lx hard top at 4wd,hebbal,ka-51,diesel,automatic,dealer,unknown,2.0,23500.0,11750.0,1,1.0,560103.0,1676000.0
renault,duster,rxs cvt,unknown,ka-53,petrol,automatic,dealer,unknown,9.0,34500.0,3833.3,1,1.0,,580000.0
maruti suzuki,eeco,5 str with a/c+htr,varanasi,ka-53,petrol,manual,dealer,unknown,7.0,41025.0,5860.7,1,1.0,,422000.0
mahindra,xuv500,w10,marathahalli,ka-53,diesel,manual,dealer,white,11.0,103979.0,9452.6,3,1.0,560037.0,699000.0
tata,safari,xz plus 6 s,koramangala,ka-01,diesel,manual,dealer,unknown,5.0,38740.0,7748.0,1,1.0,560034.0,1415700.0
mg,hector,sharp cvt,hebbal,ka-05,petrol,automatic,dealer,black,5.0,60899.0,12179.8,1,1.0,560023.0,1040000.0
hyundai,grand i10,sportz at kappa,bannerghatta,ka-05,petrol,automatic,dealer,unknown,7.0,30500.0,4357.1,1,1.0,560076.0,533000.0
maruti suzuki,dzire,zxi plus,hebbal,ka-51,petrol,manual,dealer,blue,6.0,63066.0,10511.0,1,1.0,560064.0,577683.0
tata,altroz,xz plus dark edition,hebbal,ka-03,petrol,manual,dealer,unknown,5.0,56804.0,11360.8,1,1.0,560064.0,605300.0
mahindra,thar,lx hard top at rwd,bannerghatta,ka-02,petrol,automatic,dealer,red,2.0,18000.0,9000.0,2,1.0,560076.0,1240000.0
honda,crv,awd at,yeshwanthpur,ka-25,petrol,automatic,dealer,unknown,13.0,87946.0,6765.1,1,1.0,560022.0,563600.0
tata,tiago,xt,hebbal,ka-03,diesel,manual,dealer,unknown,10.0,69684.0,6968.4,1,1.0,560023.0,352000.0
tata,safari,xza plus kaziranga,whitefield,ka-26,diesel,automatic,dealer,beige,4.0,127794.0,31948.5,1,1.0,560066.0,1376000.0
maruti suzuki,baleno,alpha,nexus shanti niketan mall,hr-26,petrol,manual,dealer,unknown,10.0,61500.0,6150.0,1,1.0,560066.0,518000.0
maruti suzuki,alto k10,vxi,whitefield,ka-53,petrol,manual,dealer,unknown,14.0,80500.0,5750.0,1,0.0,560066.0,210000.0
volkswagen,polo,highline1.2l,hebbal,ka-03,petrol,manual,dealer,brown,10.0,65000.0,6500.0,2,0.0,562157.0,461000.0
hyundai,i10,magna,unknown,ka-01,petrol,manual,unknown,unknown,13.0,49936.0,3841.2,1,,,275000.0
tata,nexon,creative plus (ps,whitefield,ka-03,petrol,manual,dealer,blue,1.0,4572.0,4572.0,1,1.0,560066.0,1047700.0
tata,nexon,xz,hebbal,ka-03,petrol,manual,dealer,blue,8.0,32333.0,4041.6,1,1.0,560023.0,569700.0
volkswagen,polo,highline1.2l,hebbal,ka-51,petrol,manual,dealer,unknown,11.0,111000.0,10090.9,1,0.0,562157.0,413000.0
maruti suzuki,swift,zxi amt,unknown,ka-03,petrol,automatic,dealer,unknown,8.0,56584.0,7073.0,1,1.0,,552313.0
hyundai,i20,sportz (o,unknown,uk-07,petrol,manual,dealer,unknown,11.0,63891.0,5808.3,1,,,310000.0
maruti suzuki,celerio,zxi amt (o,hebbal,ka-13,petrol,automatic,dealer,grey,9.0,71861.0,7984.6,1,1.0,560064.0,344600.0
honda,brio,s mt,hebbal,ka-51,petrol,manual,dealer,red,13.0,110987.0,8537.5,2,1.0,560064.0,239178.0
ford,ecosport,titanium,whitefield,ka-53,petrol,manual,dealer,blue,13.0,126504.0,9731.1,3,1.0,560066.0,281300.0
maruti suzuki,a-star,vxi (abs) at,bannerghatta,ka-05,petrol,automatic,dealer,white,14.0,75500.0,5392.9,2,0.0,560076.0,213000.0
maruti suzuki,ciaz,delta mt,bannerghatta,wb-06,petrol,manual,dealer,unknown,9.0,54500.0,6055.6,1,1.0,560076.0,530000.0
honda,city,v cvt,hebbal,ka-02,petrol,automatic,dealer,red,8.0,100500.0,12562.5,1,0.0,562157.0,639000.0
honda,amaze,vx,mysore road,ka-53,petrol,manual,dealer,red,12.0,40000.0,3333.3,1,0.0,560039.0,382000.0
tata,nexon,xma plus sunroof,kengeri,ka-03,diesel,automatic,dealer,green,3.0,24026.0,8008.7,1,1.0,560060.0,980000.0
nissan,micra,xv cvt,whitefield,ka-51,petrol,automatic,dealer,blue,11.0,68500.0,6227.3,2,0.0,560066.0,331000.0
maruti suzuki,baleno,alpha cvt,hebbal,ka-03,petrol,automatic,dealer,unknown,8.0,59893.0,7486.6,2,1.0,560023.0,508100.0
hyundai,santro,sportz amt,bannerghatta,ka-04,petrol,automatic,dealer,silver,4.0,103000.0,25750.0,1,0.0,560076.0,396000.0
kia,seltos,gtx plus at,unknown,ka-03,diesel,automatic,dealer,unknown,6.0,79000.0,13166.7,1,,,1157000.0
maruti suzuki,ciaz,alpha shvs,whitefield,ka-51,petrol,manual,dealer,unknown,6.0,66857.0,11142.8,2,1.0,560066.0,669000.0
maruti suzuki,celerio,vxi,unknown,ka-04,petrol,manual,unknown,unknown,7.0,74481.0,10640.1,1,,,363000.0
nissan,magnite,xv premium,hebbal,ka-01,petrol,manual,dealer,black,3.0,10811.0,3603.7,2,1.0,560023.0,581300.0
maruti suzuki,swift,zxi amt,whitefield,ka-04,petrol,automatic,dealer,white,6.0,86500.0,14416.7,1,1.0,560066.0,569000.0
hyundai,i20,magna at,kaggadasapura,ka-03,petrol,automatic,dealer,red,9.0,48541.0,5393.4,1,1.0,,580000.0
honda,wr-v,s mt,gandhi nagar,ka-05,petrol,manual,dealer,red,8.0,95159.0,11894.9,1,1.0,560009.0,452352.0
maruti suzuki,sx4,zxi,mahalakshmipuram,ka-02,petrol,manual,dealer,silver,15.0,43000.0,2866.7,2,1.0,560066.0,255000.0
audi,a6,unknown,peenya,ka-09,diesel,automatic,dealer,unknown,17.0,72735.0,4278.5,1,1.0,,485000.0
maruti suzuki,s-cross,zeta,malleshwaram,ka-51,petrol,manual,dealer,unknown,5.0,32000.0,6400.0,1,0.0,560003.0,715000.0
ford,new figo,titanium mt,yeshwanthpur,ka-03,petrol,manual,dealer,silver,10.0,49959.0,4995.9,1,1.0,560022.0,342988.0
hyundai,grand i10,sportz at kappa,whitefield,ka-51,petrol,automatic,dealer,blue,8.0,72500.0,9062.5,2,1.0,560066.0,469000.0
renault,kwid,climber,nexus shanti niketan mall,ka-04,petrol,manual,dealer,unknown,6.0,66000.0,11000.0,2,1.0,560066.0,326000.0
renault,triber,rxz amt,whitefield,ka-01,petrol,automatic,dealer,unknown,6.0,57366.0,9561.0,1,1.0,560066.0,451700.0
tata,zest,xt,whitefield,ka-05,petrol,manual,dealer,unknown,12.0,80718.0,6726.5,3,1.0,560066.0,253625.0
maruti suzuki,dzire,vxi,yeshwanthpur,ka-04,petrol,manual,dealer,grey,7.0,38036.0,5433.7,2,1.0,560057.0,475000.0
hyundai,verna,sx (o) dct,unknown,ka-43,petrol,automatic,dealer,unknown,2.0,29500.0,14750.0,1,1.0,,1559000.0
volkswagen,polo,highline1.2l,hebbal,ka-22,petrol,manual,dealer,white,11.0,31000.0,2818.2,2,0.0,562157.0,491000.0
hyundai,i20,sportz,hsr layout,mp-04,petrol,manual,dealer,unknown,13.0,62696.0,4822.8,1,1.0,560102.0,202000.0
mahindra,xuv700,ax 7 luxury d at 7 str,hebbal,ka-02,diesel,automatic,dealer,blue,2.0,61742.0,30871.0,1,1.0,560064.0,2145161.0
mahindra,scorpio n,z8 l at 4wd 7 str,hebbal,ka-41,diesel,automatic,dealer,unknown,4.0,59000.0,14750.0,1,1.0,560103.0,1948000.0
mahindra,xuv300,w6,koramangala,ka-05,diesel,manual,dealer,unknown,7.0,109569.0,15652.7,1,1.0,560034.0,554945.0
honda,brio,v mt,gottigere,ka-05,petrol,manual,dealer,grey,14.0,67706.0,4836.1,3,1.0,560066.0,219000.0
tata,nexon,xza plus,malleshwaram,ka-03,diesel,automatic,dealer,grey,7.0,58500.0,8357.1,1,0.0,560003.0,761000.0
maruti suzuki,celerio,vxi,electronic city,ka-02,petrol,manual,dealer,red,12.0,82040.0,6836.7,3,1.0,560100.0,270000.0
hyundai,i20,asta (o,yamare village yamare,ka-03,petrol,manual,dealer,unknown,7.0,83372.0,11910.3,1,1.0,,500000.0
maruti suzuki,alto,lxi,unknown,ka-25,petrol,manual,dealer,unknown,19.0,105114.0,5532.3,1,,,110000.0
kia,seltos,htk,whitefield,ka-53,petrol,manual,dealer,grey,6.0,41031.0,6838.5,1,1.0,560066.0,774587.0
tata,tiago,xz plus,koramangala,ka-03,petrol,manual,dealer,orange,8.0,33274.0,4159.2,1,1.0,560034.0,386800.0
honda,city,s mt,opp kodandarama temple,ka-03,petrol,manual,dealer,grey,13.0,180047.0,13849.8,1,1.0,,380000.0
tata,tiago,xz plus,whitefield,up-14,petrol,manual,dealer,unknown,5.0,29277.0,5855.4,2,1.0,560066.0,400000.0
ford,figo aspire,titanium1.5,hebbal,ka-03,diesel,manual,dealer,red,11.0,93744.0,8522.2,2,1.0,560064.0,298900.0
hyundai,grand i10,sportz kappa,hebbal,ka-20,petrol,manual,dealer,grey,7.0,68190.0,9741.4,2,1.0,560064.0,426111.0
renault,triber,rxz easy-r amt,bannerghatta,ka-53,petrol,automatic,dealer,unknown,4.0,10000.0,2500.0,1,0.0,560076.0,645000.0
maruti suzuki,alto,lxi,nexus shanti niketan mall,ka-01,petrol,manual,dealer,unknown,6.0,29000.0,4833.3,1,1.0,560066.0,319000.0
hyundai,santro,sportz amt,whitefield,ka-03,petrol,automatic,dealer,red,6.0,15000.0,2500.0,2,1.0,560066.0,451000.0
renault,kiger,rxt amt,prestige tranquility prestige tranquility bommenahalli,ka-01,petrol,automatic,dealer,silver,4.0,26219.0,6554.8,2,1.0,560066.0,590000.0
kia,sonet,htk plus imt,gandhi nagar,ka-03,petrol,manual,dealer,unknown,5.0,52351.0,10470.2,1,1.0,560009.0,676200.0
honda,city,zx cvt,unknown,ka-50,petrol,automatic,unknown,unknown,6.0,31845.0,5307.5,1,,,1015000.0
nissan,terrano,xl,whitefield,ka-04,diesel,manual,dealer,unknown,11.0,90453.0,8223.0,1,1.0,560066.0,452071.0
tata,punch,creative amt,nexus shanti niketan mall,ka-25,petrol,automatic,dealer,white,4.0,36500.0,9125.0,1,1.0,560066.0,730000.0
hyundai,i10,sportz irde2,bannerghatta,ka-03,petrol,manual,dealer,red,10.0,34000.0,3400.0,2,1.0,560076.0,359000.0
mahindra,thar,lx hard top 4wd mt,unknown,ka-03,diesel,manual,dealer,unknown,2.0,22715.0,11357.5,1,,,1631000.0
renault,kwid,rxt amt,koramangala,ka-01,petrol,automatic,dealer,grey,9.0,101755.0,11306.1,2,1.0,560034.0,221366.0
kia,carens,prestige 7 str,hebbal,ka-05,petrol,manual,dealer,silver,2.0,25102.0,12551.0,1,1.0,560064.0,1053763.0
hyundai,venue,s (o) plus,nexus shanti niketan mall,ka-03,petrol,manual,dealer,white,1.0,1500.0,1500.0,1,1.0,560066.0,985000.0
hyundai,grand i10,sportz kappa,whitefield,ka-02,petrol,manual,dealer,unknown,11.0,57228.0,5202.5,1,1.0,560066.0,368600.0
hyundai,i20,sportz,whitefield,ka-02,petrol,manual,dealer,unknown,11.0,96467.0,8769.7,1,1.0,560066.0,445000.0
volkswagen,polo,comfortline,jp nagar,ka-03,petrol,manual,dealer,blue,9.0,66016.0,7335.1,3,1.0,560078.0,445000.0
tata,nexon,xz plus (o,whitefield,ka-05,petrol,manual,dealer,green,5.0,41663.0,8332.6,2,1.0,560066.0,710000.0
tata,nexon,fearless + sunroof dca,hebbal,ka-05,petrol,automatic,dealer,white,3.0,52954.0,17651.3,1,1.0,560064.0,1050000.0
maruti suzuki,invicto,zeta plus 7 str strong,unknown,ka-05,hybrid,automatic,dealer,unknown,3.0,42941.0,14313.7,1,,,2201075.0
kia,syros,htk plus 7dct,hebbal,ka-53,petrol,automatic,dealer,black,1.0,4104.0,4104.0,1,1.0,560064.0,1022174.0
ford,freestyle,titanium,hebbal,ka-32,petrol,manual,dealer,unknown,6.0,35007.0,5834.5,1,1.0,560064.0,447549.0
renault,kwid,climber amt (o,bannerghatta,ka-18,petrol,automatic,dealer,blue,5.0,49000.0,9800.0,1,1.0,560076.0,430000.0
hyundai,grand i10,asta at kappa,hebbal,ka-02,petrol,automatic,dealer,grey,12.0,100172.0,8347.7,1,1.0,560064.0,307853.0
ford,figo,exi,sanjosh sanjosh,ka-20,diesel,manual,dealer,unknown,14.0,99937.0,7138.4,1,1.0,,180000.0
mahindra,alturas g4,4wd at,hebbal,ka-02,diesel,automatic,dealer,silver,7.0,102576.0,14653.7,1,1.0,560064.0,1450400.0
maruti suzuki,celerio,vxi amt,unknown,ka-05,petrol,automatic,unknown,unknown,11.0,33820.0,3074.5,1,,,326000.0
maruti suzuki,celerio,vxi (o,begur,ka-51,petrol,manual,dealer,red,10.0,57613.0,5761.3,1,1.0,560066.0,340000.0
maruti suzuki,a-star,vxi,unknown,ka-01,petrol,manual,dealer,unknown,16.0,48500.0,3031.2,1,0.0,,194000.0
honda,amaze,s at,nexus shanti niketan mall,ka-01,petrol,automatic,dealer,silver,13.0,60000.0,4615.4,1,0.0,560066.0,375000.0
hyundai,verna,sx dct,sanjaynagar,ka-02,petrol,automatic,dealer,white,3.0,12885.0,4295.0,1,1.0,560066.0,1450177.0
maruti suzuki,baleno,zeta cvt,whitefield,ka-03,petrol,automatic,dealer,unknown,9.0,67747.0,7527.4,1,1.0,560066.0,513397.0
maruti suzuki,ertiga,zdi,peenya,ka-53,diesel,manual,dealer,beige,10.0,111920.0,11192.0,3,0.0,560073.0,550000.0
maruti suzuki,celerio,zxi amt (o,unknown,ka-51,petrol,automatic,dealer,blue,9.0,111051.0,12339.0,2,1.0,,350000.0
maruti suzuki,swift,vxi,judicial layout judicial layout,ka-04,petrol,manual,dealer,grey,5.0,46792.0,9358.4,1,1.0,560066.0,670000.0
hyundai,xcent,base,unknown,ka-20,petrol,manual,unknown,unknown,12.0,104031.0,8669.2,1,,,300000.0
hyundai,aura,sx plus amt,btm layout,ka-05,petrol,automatic,dealer,brown,5.0,6229.0,1245.8,1,1.0,560076.0,600000.0
maruti suzuki,celerio,zxi amt (o,hebbal,ka-53,petrol,automatic,dealer,red,9.0,32762.0,3640.2,1,1.0,560064.0,379200.0
renault,kwid,climber amt,electronic city,ka-04,petrol,automatic,dealer,blue,9.0,59285.0,6587.2,2,1.0,560100.0,307635.0
mahindra,xuv700,ax 5 at 5 str,unknown,ka-17,petrol,automatic,dealer,unknown,1.0,10000.0,10000.0,1,1.0,,1795000.0
hyundai,grand i10 nios,sportz amt kappa,ka,ka-04,petrol,automatic,dealer,blue,3.0,27612.0,9204.0,2,1.0,560066.0,610000.0
hyundai,i10,magna,yeshwanthpur,ka-51,petrol,manual,dealer,unknown,12.0,88805.0,7400.4,1,1.0,560022.0,241996.0
renault,kwid,rxt amt (o,hebbal,ka-41,petrol,automatic,dealer,grey,10.0,22044.0,2204.4,2,1.0,560064.0,285098.0
maruti suzuki,dzire,vxi,marathahalli,ka-03,petrol,manual,dealer,silver,6.0,40154.0,6692.3,1,1.0,560037.0,626000.0
mahindra,xuv700,ax 7 luxury d at 7 str,unknown,ka-51,diesel,automatic,unknown,unknown,2.0,28342.0,14171.0,1,,,2228000.0
renault,kwid,rxl (o,whitefield,ka-03,petrol,manual,dealer,unknown,4.0,33749.0,8437.2,1,1.0,560066.0,350000.0
maruti suzuki,new wagon-r,zxi plus,unknown,wb-08,petrol,manual,unknown,unknown,4.0,24975.0,6243.8,1,,,450000.0
maruti suzuki,alto k10,vxi amt,unknown,ka-02,petrol,automatic,dealer,unknown,11.0,67500.0,6136.4,1,,,317000.0
renault,duster,rxs cvt,electronic city,ka-01,petrol,automatic,dealer,silver,9.0,50834.0,5648.2,3,1.0,560100.0,510000.0
renault,kwid,rxl,gandhi nagar,ka-53,petrol,manual,dealer,unknown,10.0,76248.0,7624.8,2,1.0,560009.0,205000.0
maruti suzuki,baleno,alpha,unknown,ka-19,petrol,manual,dealer,unknown,9.0,105000.0,11666.7,1,,,535000.0
maruti suzuki,dzire,zxi amt,bellandur,ka-51,petrol,automatic,dealer,blue,9.0,90569.0,10063.2,1,1.0,560103.0,500000.0
mahindra,kuv100,k6 5 str,yeshwanthpur,ka-05,petrol,manual,dealer,grey,10.0,33624.0,3362.4,2,1.0,560022.0,315000.0
hyundai,grand i10,sportz kappa,malleshwaram,ka-03,petrol,manual,dealer,grey,6.0,48500.0,8083.3,2,0.0,560003.0,476000.0
maruti suzuki,swift,vxi,gorguntepalya,ka-03,petrol,manual,dealer,red,13.0,22425.0,1725.0,1,0.0,560022.0,420000.0
kia,sonet,gtx plus imt,koramangala,ka-09,diesel,manual,dealer,unknown,3.0,122125.0,40708.3,1,1.0,560034.0,865400.0
maruti suzuki,ritz,vdi,domlur,ka-02,diesel,manual,dealer,white,14.0,256969.0,18354.9,1,0.0,560071.0,235000.0
hyundai,grand i10,magna kappa,nisarga bar ananda gokula layout,ka-05,petrol,manual,dealer,unknown,9.0,27961.0,3106.8,1,1.0,,416000.0
maruti suzuki,swift,zxi amt,hebbal,ka-51,petrol,automatic,dealer,red,7.0,75554.0,10793.4,1,1.0,560064.0,503200.0
hyundai,i20 active,s,whitefield,ka-53,petrol,manual,dealer,white,8.0,68633.0,8579.1,1,1.0,560066.0,492000.0
honda,amaze,vx,yeshwanthpur,ka-03,petrol,manual,dealer,silver,11.0,80408.0,7309.8,2,1.0,560022.0,384968.0
nissan,magnite,xv premium cvt,whitefield,ka-01,petrol,automatic,dealer,unknown,2.0,5310.0,2655.0,1,1.0,560066.0,872100.0
hyundai,i20,asta (o,yeshwanthpur,ka-19,petrol,manual,dealer,red,9.0,77108.0,8567.6,2,1.0,560022.0,480000.0
hyundai,eon,era +,hebbal,ka-04,petrol,manual,dealer,red,8.0,76099.0,9512.4,1,1.0,560064.0,220900.0
skoda,kushaq,ambition mt,hebbal,ka-03,petrol,manual,dealer,white,4.0,32500.0,8125.0,1,1.0,560103.0,957000.0
hyundai,creta,sx,hebbal,ka-03,petrol,manual,dealer,white,3.0,22000.0,7333.3,1,1.0,560103.0,1337000.0
audi,a3,35 tfsi premium plus,unknown,ka-02,petrol,automatic,dealer,unknown,8.0,24500.0,3062.5,1,0.0,,1559000.0
renault,pulse,rxz,hebbal,ka-01,petrol,manual,dealer,grey,12.0,71392.0,5949.3,2,1.0,560023.0,214690.0
hyundai,creta,sx plus,bennigana halli,ka-19,petrol,manual,dealer,unknown,10.0,65000.0,6500.0,2,1.0,,700000.0
maruti suzuki,brezza,vxi,unknown,ka-41,petrol,manual,unknown,unknown,1.0,28946.0,28946.0,1,,,939144.0
volkswagen,polo,trendline,yeshwanthpur,ka-03,petrol,manual,dealer,white,9.0,66148.0,7349.8,1,1.0,560022.0,455000.0
mercedes-benz,b-class,b180 cdi,unknown,ka-51,diesel,automatic,dealer,unknown,12.0,81000.0,6750.0,1,0.0,,891000.0
hyundai,grand i10,asta at kappa,koramangala,ka-04,petrol,automatic,dealer,orange,10.0,54288.0,5428.8,1,1.0,560034.0,470000.0
volkswagen,polo,comfortline,bhoganahalli rd 401 sai irish apartment opp new horizan vidyamandir school boganahalli,ka-01,diesel,manual,dealer,orange,11.0,70818.0,6438.0,2,1.0,560066.0,405000.0
hyundai,i20,asta (o) ivt,malleshwaram,ka-02,petrol,automatic,dealer,blue,3.0,20500.0,6833.3,1,1.0,560003.0,878000.0
maruti suzuki,swift,zxi,unknown,ka-05,petrol,manual,unknown,unknown,19.0,203579.0,10714.7,1,,,120000.0
tata,nexon,xz plus lux,whitefield,ka-05,petrol,manual,dealer,blue,3.0,34006.0,11335.3,1,1.0,560066.0,888400.0
